city,year,yearcount,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,cum_rain_prior_2_wks,cum_rain_prior_3_wks,cum_rain_prior_4_wks,cum_rain_prior_5_wks,cum_rain_prior_6_wks,cum_rain_prior_7_wks,cum_rain_prior_8_wks,cum_rain_prior_9_wks,cum_rain_prior_10_wks,cum_rain_prior_11_wks,cum_rain_prior_12_wks,cum_rain_prior_13_wks,cum_rain_prior_14_wks,cum_rain_prior_15_wks,cum_rain_prior_16_wks,cum_rain_prior_17_wks,cum_rain_prior_18_wks,cum_rain_prior_19_wks,cum_rain_prior_20_wks,cum_rain_prior_21_wks,cum_rain_prior_22_wks,cum_rain_prior_23_wks,cum_rain_prior_24_wks,avg_min_temp_prior_2_wks,avg_min_temp_prior_3_wks,avg_min_temp_prior_4_wks,avg_min_temp_prior_5_wks,avg_min_temp_prior_6_wks,avg_min_temp_prior_7_wks,avg_min_temp_prior_8_wks,avg_min_temp_prior_9_wks,avg_min_temp_prior_10_wks,avg_min_temp_prior_11_wks,avg_min_temp_prior_12_wks,avg_min_temp_prior_13_wks,avg_min_temp_prior_14_wks,avg_min_temp_prior_15_wks,avg_min_temp_prior_16_wks,avg_min_temp_prior_17_wks,avg_min_temp_prior_18_wks,avg_min_temp_prior_19_wks,avg_min_temp_prior_20_wks,avg_min_temp_prior_21_wks,avg_min_temp_prior_22_wks,avg_min_temp_prior_23_wks,avg_min_temp_prior_24_wks,avg_max_temp_prior_2_wks,avg_max_temp_prior_3_wks,avg_max_temp_prior_4_wks,avg_max_temp_prior_5_wks,avg_max_temp_prior_6_wks,avg_max_temp_prior_7_wks,avg_max_temp_prior_8_wks,avg_max_temp_prior_9_wks,avg_max_temp_prior_10_wks,avg_max_temp_prior_11_wks,avg_max_temp_prior_12_wks,avg_max_temp_prior_13_wks,avg_max_temp_prior_14_wks,avg_max_temp_prior_15_wks,avg_max_temp_prior_16_wks,avg_max_temp_prior_17_wks,avg_max_temp_prior_18_wks,avg_max_temp_prior_19_wks,avg_max_temp_prior_20_wks,avg_max_temp_prior_21_wks,avg_max_temp_prior_22_wks,avg_max_temp_prior_23_wks,avg_max_temp_prior_24_wks,avg_specific_humidity_prior_2_wks,avg_specific_humidity_prior_3_wks,avg_specific_humidity_prior_4_wks,avg_specific_humidity_prior_5_wks,avg_specific_humidity_prior_6_wks,avg_specific_humidity_prior_7_wks,avg_specific_humidity_prior_8_wks,avg_specific_humidity_prior_9_wks,avg_specific_humidity_prior_10_wks,avg_specific_humidity_prior_11_wks,avg_specific_humidity_prior_12_wks,avg_specific_humidity_prior_13_wks,avg_specific_humidity_prior_14_wks,avg_specific_humidity_prior_15_wks,avg_specific_humidity_prior_16_wks,avg_specific_humidity_prior_17_wks,avg_specific_humidity_prior_18_wks,avg_specific_humidity_prior_19_wks,avg_specific_humidity_prior_20_wks,avg_specific_humidity_prior_21_wks,avg_specific_humidity_prior_22_wks,avg_specific_humidity_prior_23_wks,avg_specific_humidity_prior_24_wks,avg_relative_humidity_prior_2_wks,avg_relative_humidity_prior_3_wks,avg_relative_humidity_prior_4_wks,avg_relative_humidity_prior_5_wks,avg_relative_humidity_prior_6_wks,avg_relative_humidity_prior_7_wks,avg_relative_humidity_prior_8_wks,avg_relative_humidity_prior_9_wks,avg_relative_humidity_prior_10_wks,avg_relative_humidity_prior_11_wks,avg_relative_humidity_prior_12_wks,avg_relative_humidity_prior_13_wks,avg_relative_humidity_prior_14_wks,avg_relative_humidity_prior_15_wks,avg_relative_humidity_prior_16_wks,avg_relative_humidity_prior_17_wks,avg_relative_humidity_prior_18_wks,avg_relative_humidity_prior_19_wks,avg_relative_humidity_prior_20_wks,avg_relative_humidity_prior_21_wks,avg_relative_humidity_prior_22_wks,avg_relative_humidity_prior_23_wks,avg_relative_humidity_prior_24_wks
sj,1990,0,43,1990-10-22,0.1462,0.08975,0.1288286,0.1239286,127.03,298.9028571,299.0428571,296.2571429,300.9,297.2,94.52,85.50285714,127.03,17.75,1.8,26.77142857,7.628571429,32.2,21.7,91.5,37,270.58,321.99999999999994,353.17999999999995,404.56999999999994,548.3000000000002,612.8600000000002,641.72,682.66,715.06,805.8100000000001,834.61,867.2699999999999,883.7500000000001,942.9199999999997,965.1899999999998,979.5999999999999,998.9199999999997,1150.04,1153.52,1163.1000000000001,1170.6200000000001,1185.98,1220.52,22.499999999999996,23.133333333333326,23.324999999999996,23.539999999999985,23.599999999999998,23.714285714285715,23.6625,23.744444444444447,23.699999999999996,23.61818181818181,23.591666666666665,23.53076923076923,23.478571428571428,23.506666666666664,23.393749999999997,23.452941176470585,23.416666666666664,23.384210526315787,23.38,23.404761904761905,23.427272727272726,23.42173913043478,23.39583333333333,32.5,32.76666666666663,32.900000000000006,32.88000000000001,32.86666666666666,33.0142857142857,32.98750000000001,32.900000000000006,32.94000000000001,32.92727272727274,32.95833333333334,33.06923076923078,32.971428571428575,32.959999999999994,32.88124999999998,32.94117647058822,32.994444444444426,33.04210526315787,32.999999999999986,33.06666666666665,33.154545454545435,33.160869565217375,33.120833333333316,17.932857145000007,18.126190476666654,18.139642857499997,18.005428571999996,17.986666666666665,18.09959183714284,18.0321428575,18.085873016666664,18.094714285999995,18.13298701363636,18.117738095833328,18.077472527692304,18.024897959285713,18.005714285999996,17.9690178575,17.975042017058822,17.964761905,17.965413534210526,17.928857143000002,17.894761904761907,17.863636363636363,17.811863353913044,17.77172619041667,85.56214285500002,85.07809523666667,83.43857142750004,82.16057142800003,82.07333333333332,81.99877551,81.39553571375001,81.61253968222223,81.54600000000002,81.78532467545455,81.6073809525,81.52868131846154,81.47255101999998,81.51733333266667,81.51419642812499,81.50050420117647,81.57095238055555,81.66593984947367,81.68264285699999,81.59734693857142,81.54564935045454,81.49310559,81.51642857125
sj,1990,0,44,1990-10-29,0.25225,0.1834333,0.318,0.2959,101.35,299.7271429,299.7785714,296.5342857,301.4,298.5,22.26,82.78714286,101.35,18.03428571,1.785714286,27.97142857,8.642857143,33.3,22.8,6.3,57,228.37999999999994,371.9299999999999,423.34999999999997,454.53,505.9200000000002,649.6500000000003,714.21,743.0699999999999,784.01,816.4100000000001,907.1600000000001,935.9599999999999,968.6200000000001,985.0999999999998,1044.2699999999998,1066.5399999999997,1080.9499999999998,1100.27,1251.3899999999999,1254.8700000000001,1264.45,1271.97,1287.33,22.25,22.599999999999994,23.049999999999997,23.219999999999988,23.416666666666668,23.485714285714288,23.6,23.56666666666667,23.649999999999995,23.61818181818181,23.549999999999997,23.53076923076923,23.478571428571428,23.433333333333334,23.4625,23.35882352941176,23.416666666666664,23.384210526315787,23.354999999999997,23.35238095238095,23.377272727272725,23.4,23.39583333333333,32.75,32.76666666666663,32.900000000000006,32.980000000000004,32.94999999999999,32.928571428571416,33.05000000000001,33.02222222222223,32.94000000000001,32.97272727272728,32.95833333333334,32.984615384615395,33.085714285714296,32.993333333333325,32.981249999999974,32.905882352941155,32.96111111111109,33.010526315789456,33.05499999999998,33.0142857142857,33.07727272727271,33.160869565217375,33.16666666666665,17.892142855000007,17.96666666666665,18.103214284999993,18.118571427999996,18.010238095,17.99346938714284,18.09142857125,18.03238095222222,18.080714285999996,18.089220779090905,18.124761904999996,18.111318681538457,18.074387755,18.02552380933333,18.0075,17.972857142941173,17.97833333333333,17.968421052631577,17.968857143,17.93387755095238,17.901103895909092,17.87105590043478,17.821130952083333,84.14500000000002,84.63714285666667,84.50535714250005,83.30828571400004,82.265,82.17530612285715,82.09732142875,81.55015873,81.73000000000002,81.65883116909092,81.86880952416666,81.69813186846153,81.6185714285714,81.56019047599999,81.59669642812499,81.58907563,81.57198412666666,81.63496240578947,81.722,81.73523809523809,81.65142857136362,81.59962732913043,81.54702380958334
sj,1990,0,45,1990-11-05,0.1526,0.181775,0.1783286,0.1866286,20.46,299.9728571,300.0357143,296.5642857,302.2,298.5,14.4,81.71571429,20.46,18.07428571,2.385714286,28.47142857,8.428571429,33.3,23.9,6.6,71,121.80999999999995,248.83999999999986,392.38999999999993,443.80999999999995,474.99000000000024,526.3800000000003,670.1100000000001,734.67,763.53,804.4700000000001,836.8700000000001,927.62,956.4200000000002,989.0799999999998,1005.5599999999998,1064.7299999999998,1086.9999999999998,1101.41,1120.73,1271.8500000000001,1275.3300000000002,1284.91,1292.43,23.35,22.799999999999997,22.924999999999997,23.219999999999988,23.333333333333332,23.485714285714288,23.5375,23.633333333333336,23.59999999999999,23.67272727272726,23.641666666666662,23.576923076923073,23.557142857142853,23.506666666666664,23.4625,23.488235294117644,23.388888888888886,23.44210526315789,23.409999999999997,23.38095238095238,23.377272727272725,23.4,23.42083333333333,33.3,32.933333333333294,32.900000000000006,32.980000000000004,33.033333333333324,32.999999999999986,32.975000000000016,33.07777777777779,33.05000000000001,32.97272727272728,33.00000000000001,32.984615384615395,33.00714285714287,33.099999999999994,33.012499999999974,32.99999999999997,32.927777777777756,32.97894736842103,33.02499999999998,33.06666666666664,33.02727272727271,33.08695652173911,33.16666666666665,18.05428571000001,17.95285713999999,17.993571427499994,18.097428569999995,18.111190474999997,18.019387754285695,18.0035714275,18.089523808888885,18.036571427999995,18.080129869999997,18.087976189999996,18.120879120769228,18.108673469285716,18.074380952,18.028571428125,18.01142857117647,17.97849206333333,17.983383458421052,17.9737142855,17.973877550952384,17.940259740000002,17.90863354,17.879523809166667,82.25142857500002,83.33523809666666,83.90678571500004,83.94742857200004,83.04285714333334,82.18653061285714,82.11785714375002,82.05492063555556,81.56671428600002,81.72870129909091,81.66357142916665,81.8570329676923,81.69938775571427,81.62504761933333,81.56991071437498,81.60369747882353,81.59611111111111,81.57954887210526,81.639,81.72170068047619,81.73435064954545,81.6542236026087,81.60446428583333
sj,1990,0,46,1990-11-12,0.2908,0.2246,0.1803857,0.2348857,20.0,300.35,300.5,295.6871429,302.3,298.8,7.1,75.72857143,20.0,17.08571429,2.2,27.54285714,8.6,32.8,22.2,38.9,44,40.45999999999995,141.80999999999986,268.8399999999999,412.38999999999993,463.81000000000023,494.99000000000035,546.3800000000001,690.1099999999999,754.67,783.5300000000002,824.4700000000001,856.87,947.6200000000002,976.4199999999998,1009.0799999999999,1025.5599999999997,1084.7299999999998,1107.0,1121.41,1140.73,1291.8500000000001,1295.3300000000002,1304.91,23.050000000000004,22.966666666666665,22.65,22.779999999999983,23.049999999999997,23.17142857142857,23.325,23.38888888888889,23.48999999999999,23.472727272727262,23.549999999999994,23.530769230769224,23.478571428571424,23.46666666666666,23.424999999999997,23.388235294117646,23.416666666666664,23.326315789473682,23.379999999999995,23.352380952380948,23.327272727272728,23.32608695652174,23.349999999999998,33.05,33.13333333333329,32.900000000000006,32.88000000000001,32.94999999999999,32.999999999999986,32.975000000000016,32.95555555555557,33.05000000000001,33.02727272727274,32.95833333333334,32.984615384615395,32.97142857142858,32.99333333333333,33.08124999999997,32.99999999999997,32.98888888888886,32.921052631578924,32.96999999999998,33.01428571428569,33.05454545454543,33.017391304347804,33.07499999999998,17.58000000000001,17.731428569999988,17.736071427499994,17.811999999999994,17.92880952333333,17.964693877142842,17.90267857125,17.901587301111107,17.989142856999997,17.950129869999998,17.997261905,18.01087912076923,18.04693877571429,18.040476190666663,18.012589285625,17.97310924352941,17.959999999999997,17.93150375947368,17.9385,17.931428571428576,17.93350649363637,17.90310559,17.874345237916668,78.72214286000002,80.07714286,81.43357143000003,82.27114285800003,82.57761904833335,81.9979591842857,81.37928571500001,81.4079365088889,81.42228571500002,81.03597402636363,81.22869047666666,81.20703296769231,81.41928571499999,81.301333334,81.25651785749999,81.22630252117648,81.27730158722223,81.2872932331579,81.287,81.3575510204762,81.44928571454545,81.47322981391304,81.40732142875
sj,1990,0,47,1990-11-19,0.2722,0.33035,0.1316333,0.1253833,20.04,299.5114286,299.6357143,295.3757143,301.6,297.0,36.7,78.15142857,20.04,16.75285714,2.528571429,26.8,7.414285714,31.7,22.2,9.6,56,40.03999999999995,60.49999999999986,161.84999999999994,288.87999999999994,432.43000000000023,483.8500000000003,515.0300000000001,566.4199999999998,710.1499999999999,774.7100000000002,803.5700000000002,844.51,876.9100000000002,967.6599999999999,996.4599999999999,1029.1199999999997,1045.5999999999997,1104.77,1127.04,1141.45,1160.77,1311.89,1315.3700000000001,22.200000000000006,22.766666666666666,22.775,22.55999999999998,22.683333333333326,22.928571428571423,23.049999999999997,23.2,23.26999999999999,23.37272727272726,23.36666666666666,23.446153846153837,23.43571428571428,23.393333333333327,23.387499999999996,23.352941176470583,23.32222222222222,23.352631578947364,23.269999999999996,23.32380952380952,23.300000000000008,23.278260869565223,23.27916666666667,32.25,32.59999999999996,32.775000000000006,32.660000000000004,32.683333333333316,32.77142857142855,32.83750000000001,32.83333333333334,32.83000000000001,32.92727272727274,32.91666666666668,32.86153846153847,32.89285714285715,32.88666666666667,32.91249999999997,32.99999999999997,32.927777777777756,32.921052631578924,32.85999999999998,32.90952380952379,32.95454545454543,32.99565217391302,32.962499999999984,16.919285715000008,17.30428571333332,17.486785712499994,17.539428569999995,17.635476190000002,17.76081632571427,17.813214285,17.77492063444444,17.786714284999995,17.876753246363634,17.8503571425,17.901538461538458,17.921020407857146,17.960666666666665,17.96,17.93848739470588,17.90531746,17.896466165263156,17.872571428500002,17.88204081619048,17.877857142727276,17.88217391304348,17.855178571250004,76.94000000000003,78.53190476333333,79.59571428750003,80.77714285800002,81.58452381000001,81.94530612285713,81.5171428575,81.02063492111111,81.08228571500003,81.12493506545455,80.79559523833332,80.9919780223077,80.98877551071428,81.201428572,81.10446428624999,81.07386554647059,81.05547619055557,81.11278195473685,81.13050000000001,81.1376870747619,81.21181818181819,81.30590062130435,81.33482142875
sj,1990,0,48,1990-11-26,0.1367667,0.216525,0.1767857,0.1415857,33.61,298.2385714,298.2642857,294.8114286,300.2,296.5,44.3,81.38571429,33.61,16.20857143,1.985714286,26.2,7.128571429,31.1,20.6,26.7,53,53.64999999999995,73.64999999999986,94.10999999999993,195.45999999999995,322.49000000000024,466.04000000000025,517.4600000000002,548.6399999999999,600.0299999999999,743.7600000000002,808.3200000000002,837.1800000000001,878.1200000000002,910.5199999999999,1001.27,1030.0699999999995,1062.7299999999996,1079.2099999999998,1138.3799999999999,1160.6499999999999,1175.06,1194.38,1345.5,21.400000000000006,21.666666666666668,22.224999999999998,22.339999999999982,22.233333333333324,22.38571428571428,22.637499999999996,22.777777777777775,22.93999999999999,23.027272727272717,23.141666666666662,23.15384615384615,23.242857142857137,23.246666666666663,23.218749999999996,23.2235294117647,23.2,23.178947368421053,23.214999999999996,23.14285714285714,23.200000000000006,23.18260869565218,23.16666666666667,31.4,31.86666666666663,32.22500000000001,32.44,32.399999999999984,32.45714285714284,32.562500000000014,32.64444444444446,32.66000000000001,32.672727272727286,32.77500000000001,32.77692307692309,32.735714285714295,32.77333333333333,32.77499999999998,32.805882352941154,32.89444444444442,32.8315789473684,32.82999999999998,32.77619047619046,32.82727272727271,32.87391304347824,32.91666666666665,16.48071428500001,16.682380953333322,17.030357142499994,17.231142855999998,17.317619046666668,17.43163265285713,17.56678571375,17.63492063444444,17.618285714,17.64324675272727,17.737738094999997,17.724065933846152,17.780612245000004,17.806857142666665,17.851160714375002,17.85697479,17.84238095222222,17.81601503736842,17.8120714285,17.793333333333333,17.805974025909094,17.80527950304348,17.812440476250003,79.76857143000004,78.42190476333333,79.24535714500003,79.95371428800003,80.87857143000001,81.55612244999999,81.87535714375001,81.50253968333332,81.05714285800002,81.10987013090909,81.14666666749999,80.84098901153847,81.02010204142856,81.015238096,81.21294642937498,81.12100840411765,81.09119047666667,81.07285714315789,81.1264285715,81.14265306142856,81.1489610390909,81.21937888217391,81.30922619083333
sj,1990,0,49,1990-12-03,0.1098,0.0886,0.2667833,0.2517,9.96,298.5428571,298.6857143,294.7828571,300.8,296.7,71.8,79.90857143,9.96,16.16142857,2.057142857,25.98571429,5.542857143,29.4,22.2,69.0,52,43.56999999999995,63.60999999999987,83.60999999999993,104.06999999999996,205.42000000000021,332.4500000000002,476.00000000000017,527.42,558.5999999999999,609.9900000000002,753.7200000000003,818.2800000000001,847.1400000000003,888.0799999999999,920.48,1011.2299999999996,1040.0299999999995,1072.6899999999998,1089.1699999999998,1148.34,1170.61,1185.0200000000002,1204.3400000000001,21.400000000000006,21.666666666666668,21.799999999999997,22.219999999999985,22.31666666666666,22.22857142857142,22.362499999999994,22.588888888888885,22.719999999999988,22.87272727272726,22.95833333333333,23.069230769230764,23.085714285714282,23.17333333333333,23.181249999999995,23.158823529411762,23.166666666666664,23.14736842105263,23.13,23.166666666666664,23.10000000000001,23.156521739130447,23.141666666666676,30.249999999999993,30.733333333333295,31.25000000000001,31.660000000000004,31.93333333333332,31.97142857142855,32.07500000000001,32.21111111111112,32.32000000000001,32.363636363636374,32.40000000000001,32.515384615384626,32.53571428571429,32.513333333333335,32.56249999999998,32.576470588235274,32.616666666666646,32.71052631578945,32.65999999999998,32.66666666666664,32.62272727272725,32.6782608695652,32.72916666666665,16.18500000000001,16.37428571333332,16.552142857499994,16.856571427999995,17.052857141666667,17.152448978571414,17.2728571425,17.410634919999996,17.487571428,17.485844155454544,17.519761904166664,17.616483516153842,17.612448979285716,17.672666666666665,17.704017856875,17.75176470588235,17.762777777777774,17.753909774210523,17.733285714,17.73346938761905,17.71915584409091,17.734472049565216,17.73678571416667,80.64714286000003,79.81523809666668,78.79357143000003,79.37800000200002,79.94619047833332,80.74000000142857,81.35017857250001,81.65682539777777,81.34314285800001,80.95272727363636,81.00976190583332,81.0514285723077,80.77438775571427,80.94600000066666,80.94607142937498,81.13621848823529,81.05365079444444,81.02894736894736,81.0146428575,81.0684353742857,81.08655844181817,81.09503105608695,81.16476190499999
sj,1990,0,50,1990-12-10,0.12135,0.26166,0.1913857,0.2099857,0.0,298.2028571,298.2785714,292.0042857,300.6,296.1,4.1,68.72285714,0.0,13.61571429,2.985714286,24.68571429,7.771428571,29.4,19.4,2.8,47,9.959999999999951,43.56999999999987,63.60999999999993,83.60999999999996,104.07000000000022,205.42000000000021,332.45000000000016,475.99999999999994,527.42,558.6000000000003,609.9900000000002,753.72,818.2800000000003,847.1399999999999,888.08,920.4799999999996,1011.2299999999996,1040.0299999999997,1072.6899999999998,1089.1699999999998,1148.34,1170.6100000000001,1185.0200000000002,20.800000000000004,20.733333333333334,21.099999999999998,21.319999999999983,21.74999999999999,21.899999999999995,21.874999999999993,22.033333333333328,22.26999999999999,22.418181818181807,22.58333333333333,22.684615384615377,22.80714285714285,22.839999999999993,22.937499999999993,22.95882352941176,22.949999999999996,22.968421052631573,22.959999999999997,22.95238095238095,22.995454545454553,22.93913043478262,23.00000000000001,29.399999999999988,29.966666666666626,30.40000000000001,30.880000000000006,31.28333333333332,31.571428571428548,31.650000000000006,31.777777777777786,31.930000000000007,32.05454545454546,32.116666666666674,32.16923076923078,32.29285714285715,32.32666666666667,32.31874999999998,32.37647058823527,32.39999999999998,32.44736842105261,32.54499999999997,32.504761904761885,32.518181818181795,32.482608695652154,32.54166666666665,14.88857143000001,15.328571429999988,15.684642857499995,15.964857143999996,16.316428571666666,16.5618367342857,16.7103571425,16.866507936666665,17.031142857,17.135584415454545,17.16333333333333,17.219450549230768,17.33071428571429,17.345999999999997,17.419107143125,17.463529411764707,17.52198412722222,17.544511278421048,17.547,17.537210884285717,17.546298701363636,17.54074534173913,17.562857142916666,74.31571428500004,76.67238095333335,77.04214285750004,76.77942857200001,77.60214285833332,78.34285714428572,79.23785714375,79.94714285777776,80.363428572,80.19584415636362,79.93357142916665,80.06461538538461,80.17081632714284,79.97095238133333,80.18205357187499,80.22705882411765,80.44658730222221,80.40466165473684,80.4136428575,80.42931972809522,80.50727272727272,80.54900621130435,80.57952380958334
sj,1990,0,51,1990-12-17,0.2931333,0.2668667,0.2608571,0.3027286,52.45,298.2971429,298.3785714,294.5585714,300.9,296.0,32.31,80.08285714,52.45,15.95428571,2.871428571,25.71428571,6.585714286,30.6,21.1,19.8,26,52.44999999999995,62.40999999999987,96.01999999999992,116.05999999999995,136.0600000000002,156.52000000000024,257.8700000000001,384.8999999999999,528.45,579.8700000000003,611.0500000000003,662.44,806.1700000000003,870.7299999999999,899.5900000000001,940.5299999999996,972.9299999999996,1063.6799999999998,1092.4799999999998,1125.1399999999999,1141.62,1200.7900000000002,1223.0600000000002,20.250000000000007,20.900000000000002,20.825,21.09999999999998,21.28333333333332,21.657142857142848,21.799999999999994,21.78888888888888,21.939999999999987,22.163636363636353,22.308333333333334,22.469230769230766,22.571428571428566,22.693333333333328,22.731249999999996,22.829411764705878,22.85555555555555,22.852631578947364,22.874999999999996,22.87142857142857,22.868181818181824,22.913043478260878,22.86250000000001,29.99999999999999,29.799999999999965,30.12500000000001,30.44000000000001,30.833333333333325,31.185714285714262,31.45000000000001,31.533333333333342,31.660000000000007,31.809090909090916,31.93333333333334,32.00000000000001,32.057142857142864,32.18,32.21874999999998,32.21764705882351,32.27777777777776,32.305263157894714,32.354999999999976,32.45238095238093,32.4181818181818,32.434782608695635,32.40416666666665,14.785000000000009,15.24380952333332,15.484999999999992,15.738571427999995,15.963095238333333,16.26469387714284,16.48589285625,16.626349205555552,16.775285714,16.93324675272727,17.037142856666666,17.07032967,17.129081632142864,17.238952380666664,17.259017856875,17.33294117647059,17.379682539444442,17.439473684210526,17.465,17.471156462380957,17.46525974,17.47708074521739,17.474642857083335,74.40285714000004,76.23809523666667,77.52500000000003,77.65028571400002,77.33,77.95653061285714,78.56035714375,79.3317460322222,79.96071428600001,80.3379220781818,80.18642857166664,79.94505494538461,80.06591836785712,80.16495238133334,79.97794642874999,80.17621848764706,80.21904761944444,80.42744360947368,80.388571429,80.39789115666665,80.41357142863636,80.48881987565217,80.52958333333333
sj,1990,0,52,1990-12-24,0.3025,0.2772333,0.1712667,0.1616222,0.0,298.0385714,298.0857143,292.1057143,299.8,295.3,5.46,69.68142857,0.0,13.68285714,2.285714286,25.15714286,5.842857143,28.9,21.1,20.9,27,52.44999999999995,52.44999999999987,62.409999999999926,96.01999999999995,116.0600000000002,136.06000000000023,156.52000000000012,257.8699999999999,384.90000000000003,528.4500000000004,579.8700000000003,611.0500000000001,662.4400000000003,806.1699999999998,870.7300000000001,899.5899999999997,940.5299999999996,972.9299999999998,1063.6799999999998,1092.4799999999998,1125.1399999999999,1141.6200000000001,1200.7900000000002,21.10000000000001,20.533333333333335,20.950000000000003,20.87999999999998,21.099999999999987,21.257142857142846,21.58749999999999,21.722222222222214,21.719999999999985,21.86363636363635,22.075000000000003,22.215384615384615,22.37142857142857,22.473333333333333,22.593749999999996,22.635294117647057,22.73333333333333,22.76315789473684,22.764999999999997,22.790476190476188,22.790909090909096,22.7913043478261,22.83750000000001,29.74999999999999,29.633333333333297,29.57500000000001,29.880000000000013,30.183333333333326,30.55714285714284,30.900000000000006,31.16666666666667,31.270000000000003,31.409090909090914,31.566666666666674,31.700000000000006,31.778571428571436,31.846666666666668,31.974999999999977,32.023529411764684,32.03333333333332,32.09999999999998,32.13499999999998,32.19047619047617,32.29090909090907,32.265217391304326,32.28749999999998,14.818571425000009,14.417619046666653,14.853571427499991,15.124571427999992,15.395952379999999,15.637346938571412,15.941964285000001,16.174444443333332,16.331999998999997,16.494155843636364,16.662380951666666,16.779120878461537,16.82836734642858,16.899333332666664,17.016696428125,17.048655461764707,17.130158729999998,17.185112781578948,17.251642857,17.284897959047623,17.298961038636364,17.30080745304348,17.318988095,74.88214285500003,72.82904761666667,74.59892857000003,75.95628571400002,76.32214285666667,76.23734693857143,76.92214285749999,77.57380952444441,78.366714286,79.02623376636362,79.44988095249998,79.37835164846153,79.21193877571427,79.373619048,79.50973214312499,79.37226890764705,79.59317460333334,79.66443609052631,79.8901428575,79.87870748333333,79.91077922090908,79.94695652173912,80.03851190458333
