0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
-1.1,-1.0,0.5555555555555556,0.0,0.0,0.10129075614673679,0.8554572271386301,0.10129075614673679,0.10055451149625233,0.12973713542634488,-0.02719187968524194,-0.06587879140711171,-0.14410027608540907,-0.29784803338695537,-0.4271638375866795,-0.5482967148427444,-0.47407130682481263,-0.5051016834387891,-0.5759882322725234,-0.7080949823717553,-0.7773704732774501,-0.7905388076752689,-0.8521836375709125,-0.9866216452232652,-1.0893746798901132,-1.1007337915660411,-0.9968446207744577,-1.1239543021342646,-1.2187789512692215,-1.1505164667191607,-1.178510608919777,-1.128446783384353,-1.1539535096549791,-1.0226654785569025,-0.7419288878791325,-0.445143701011018,-0.328319890946267,-0.25893938355381696,-0.1417131875171567,0.18680790701931257,0.2603413562734515,0.3263704584973006,0.377711174155764,0.45170220554589774,0.6560969498166267,0.7197787817062518,0.796055334885636,0.7940477007157455,0.9288115438267527,0.9775647609266271,0.880645015174165,0.9178736308500071,1.2379857776972587
-1.1,-1.0,0.5925925925925926,1.0000000000000016,0.7272727272727265,0.10891479155563064,0.9528023598819915,0.10891479155563064,0.09911602979049143,0.09980494148244713,0.13006937654235012,-0.027199161669671918,-0.06591102361287202,-0.14420274649693154,-0.29827920334352626,-0.4271638375866795,-0.5482967148427444,-0.47407130682481263,-0.5051016834387891,-0.5759882322725234,-0.7080949823717553,-0.776246765055605,-0.7899770511282207,-0.851766897595623,-0.9863574987195586,-1.0865920490432843,-1.0997888680077006,-0.9956434083377729,-1.1233555679080949,-1.2187224975682038,-1.1432089105720993,-1.1743083502447846,-1.125903724718583,-1.1523979253775667,-1.0169033284107705,-0.7419288878791325,-0.445143701011018,-0.33018027280827805,-0.25928891736066345,-0.1420334950123518,0.18536652329093098,0.2603413562734515,0.3253408986913182,0.3775738995149653,0.44937242306203123,0.6542326205946981,0.7214993379902332,0.7926070750726093,0.7935008804226031,0.9267374186922326,0.9667980250939916,0.8741513533085938,0.9183010236434491
-1.1,-1.0,0.6296296296296297,0.5,0.22727272727272735,0.1433504043751334,0.9852507374631058,0.1433504043751334,0.10674926335815799,0.09836522385287252,0.10006052986916461,0.13010420911684525,-0.027212469275302187,-0.0659578932643186,-0.1444114968829504,-0.29827920334352626,-0.4271638375866795,-0.5482967148427444,-0.47407130682481263,-0.5051016834387891,-0.5759882322725234,-0.707071413583268,-0.7756951644280821,-0.7895907317925138,-0.8515388555198564,-0.9838380085454204,-1.0856592654462751,-1.0984636062382667,-0.9951130257550468,-1.123303534207233,-1.2109817278041146,-1.1391325284628337,-1.1716619383179239,-1.1243859528868771,-1.1459048051800542,-1.0169033284107705,-0.7419288878791325,-0.44766604976351837,-0.330625972362036,-0.2596092248558585,-0.14347487874073336,0.18536652329093098,0.25931179646746905,0.3252036240505195,0.375566641609151,0.447693935842146,0.655754919417435,0.7179232123665193,0.792060188890668,0.7916923428049781,0.9163609186030734,0.9602380736851669,0.8745470604221435
-1.1,-1.0,0.6666666666666666,0.5,0.7272727272727265,0.30197205292795787,0.9705014749262323,0.30197205292795787,0.14122642166074964,0.10600501579045374,0.0986171252968314,0.10008732607556876,0.1301678645900099,-0.027231820195376278,-0.06605337504961323,-0.1444114968829504,-0.29827920334352626,-0.4271638375866795,-0.5482967148427444,-0.47407130682481263,-0.5051016834387891,-0.5751556270546253,-0.7065689689316523,-0.7753158293066316,-0.7893793360338947,-0.8493637376927357,-0.9829934340270505,-1.0843510300558459,-1.0978784509912893,-0.9950669322340058,-1.1161688222027888,-1.2066636856648194,-1.1365653884872298,-1.170082482235473,-1.1180506645461792,-1.1459048051800542,-1.0169033284107705,-0.7461329312038735,-0.4482703395259417,-0.3309462798572311,-0.2610506085842401,-0.14347487874073336,0.18433696348494857,0.2591745218266704,0.32342422378642166,0.3739545045916481,0.4485915171437736,0.6520660401088529,0.7173729104255759,0.7902544790596857,0.7823526747293574,0.9098397755046655,0.9606961681311756
-1.1,-1.0,0.7037037037037037,0.22727272727272932,0.0,0.2828772043658643,0.938053097345118,0.2828772043658643,0.30003944224031925,0.1405117963960641,0.10627648181776068,0.09864353495954149,0.10013629532984863,0.13026042759553555,-0.027271241448548467,-0.06605337504961323,-0.1444114968829504,-0.29827920334352626,-0.4271638375866795,-0.5482967148427444,-0.47407130682481263,-0.5043715464782804,-0.5747469217059029,-0.7062234383186822,-0.7751082553429229,-0.7873629946126687,-0.8486346024454166,-0.9818089124742178,-1.0837733926255306,-1.0978275973875564,-0.9887467206701333,-1.1121888579323298,-1.203944358012259,-1.1350332442251,-1.163489719413838,-1.1180506645461792,-1.1459048051800542,-1.0226654785569025,-0.7471401116500377,-0.44859064702113677,-0.33238766358561267,-0.2610506085842401,-0.14450443854671577,0.1841996888441499,0.2576824073441337,0.32185896195819447,0.37462904624937554,0.4445473462761019,0.6515127261085324,0.7157137966449874,0.7809258504325782,0.7759346428894749,0.9102613461364297
-1.1,-1.0,0.7407407407407407,-0.27272727272727226,-0.2727272727272735,0.33701017310500236,0.8554572271386301,0.33701017310500236,0.2809215563443998,0.2994612669515175,0.1408716301159402,0.10630494265587957,0.09869179781694716,0.10020750273950484,0.1304489948399474,-0.027271241448548467,-0.06605337504961323,-0.1444114968829504,-0.29827920334352626,-0.4271638375866795,-0.5482967148427444,-0.47338602504021654,-0.5040131402676958,-0.5744658555044534,-0.706034362341107,-0.7731283670815521,-0.786687083826359,-0.847611985261741,-0.981285899573835,-1.0837231923664807,-1.0908546969208814,-0.9852211100792243,-1.1096824379976165,-1.2023213836909075,-1.128637964330344,-1.163489719413838,-1.1180506645461792,-1.1523979253775667,-1.02404594124645,-0.7474604191452329,-0.45003203074951836,-0.33238766358561267,-0.2620801683902225,-0.14464171318751445,0.18303378209071103,0.25617624634432495,0.32237593023787026,0.3704580274862272,0.44398454115118136,0.6499828825744637,0.7069574670471542,0.7745089164479073,0.7762591720264547
-1.1,-1.0,0.7777777777777778,-0.7727272727272739,-0.2727272727272735,0.3182860983013959,0.7404129793510188,0.3182860983013959,0.33511983480661706,0.2803269552294288,0.30022815104530726,0.14090935553356504,0.10635695397411773,0.09876197803735286,0.10035256485092102,0.1304489948399474,-0.027271241448548467,-0.06605337504961323,-0.1444114968829504,-0.29827920334352626,-0.4271638375866795,-0.5475041383973311,-0.4730496371282436,-0.5037666647260866,-0.5743120547562486,-0.7042309121307809,-0.772464675993594,-0.7857391143141823,-0.8471604595145428,-0.9812404465236905,-1.0768398766511709,-1.0869649961590924,-0.9830008236478409,-1.1081865332327998,-1.1955469726229713,-1.128637964330344,-1.163489719413838,-1.1243859528868771,-1.1539535096549791,-1.0243662487416452,-0.7489018028736144,-0.45003203074951836,-0.3334172233915951,-0.2622174430310212,-0.14437686507664985,0.1815947289962131,0.25649454412637857,0.3181152957856027,0.3698918337945073,0.442862033550157,0.6417312134800935,0.700597447270755,0.774832412356195
-1.1,-1.0,0.8148148148148148,-0.7727272727272739,-0.2727272727272735,0.3860681760248451,0.6578171091445263,0.3860681760248451,0.3163731699960552,0.33457180011146553,0.2810448386646204,0.30030855213367114,0.14097829758978828,0.10643258492457855,0.09890494758224792,0.10035256485092102,0.1304489948399474,-0.027271241448548467,-0.06605337504961323,-0.1444114968829504,-0.29827920334352626,-0.4265463617075825,-0.5471150821849169,-0.47281830354543797,-0.5036317921497392,-0.5728450678060547,-0.7036263659775851,-0.7715338446921398,-0.7853205484528418,-0.8471212191393742,-0.9750080544944073,-1.073000149050091,-1.084515420517979,-0.9816756917312116,-1.101942519595594,-1.1955469726229713,-1.128637964330344,-1.170082482235473,-1.125903724718583,-1.1542738171501743,-1.0258076324700267,-0.7489018028736144,-0.45106159055550077,-0.33355449803239373,-0.2614410351033017,-0.1455215813011348,0.1816874400767047,0.2521209210857328,0.31754670813419034,0.3689147552208178,0.4362005707297196,0.6354213813705109,0.7008673792916056
-1.1,-1.0,0.8518518518518519,-0.5,0.22727272727272735,0.2835260584432169,0.592920353982293,0.2835260584432169,0.3842370246630003,0.31580902842281544,0.3354285980351104,0.2811201024625987,0.3004554826835067,0.14107854794712418,0.10658665857246474,0.09890494758224792,0.10035256485092102,0.1304489948399474,-0.027271241448548467,-0.06605337504961323,-0.1444114968829504,-0.29784803338695537,-0.42624325804083973,-0.546847528672061,-0.47269171672021,-0.5023453464610795,-0.5723533096679867,-0.7027784858526616,-0.7711228460255675,-0.7852841724952498,-0.8417406913057477,-0.9715314323713855,-1.0705820444769798,-1.083053442091072,-0.9761444961944802,-1.101942519595594,-1.1955469726229713,-1.1350332442251,-1.1716619383179239,-1.1262240322137782,-1.1557152008785558,-1.0258076324700267,-0.7499313626795968,-0.4511988651962994,-0.3324677099706105,-0.26248051253456345,-0.14641829886316698,0.1771855205689364,0.2515493150998195,0.31667237247518276,0.3628210354667763,0.4300488820494284,0.6356440800797205
-1.1,-1.0,0.8888888888888888,-1.0454545454545479,-0.5000000000000008,0.1125993557805977,0.49262536873155055,0.1125993557805977,0.28157119324377566,0.3837311907858102,0.316617777156961,0.3355184258019487,0.2812576447701061,0.30066913804761247,0.1412827756893716,0.10658665857246474,0.09890494758224792,0.10035256485092102,0.1304489948399474,-0.027271241448548467,-0.06605337504961323,-0.14420274649693154,-0.297636382698645,-0.42603481399545806,-0.546701122130649,-0.47148430243358563,-0.5019141087213729,-0.5716636155076101,-0.7024041133963289,-0.771087127703921,-0.7802964053942089,-0.838739265527005,-0.9693419968884377,-1.0691388489044245,-1.0769510394183817,-0.9761444961944802,-1.101942519595594,-1.2023213836909075,-1.1365653884872298,-1.171982245813119,-1.1276654159421597,-1.1557152008785558,-1.0268371922760091,-0.7500686373203955,-0.44960021868379274,-0.333443335571308,-0.26373099575400394,-0.15148292972948027,0.17661048731962758,0.2508045190003454,0.31097975268378947,0.3567258079116536,0.4301227466256031
